,date,location_ordinal,sku,price,discount,color_desc,style_desc,pid_desc,district_ordinal,state_ordinal,Discount,store_ID
34493,2017-08-31,3,651,8.0,2.61,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.32625,943
34668,2017-08-24,3,651,8.0,2.61,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.32625,943
34732,2017-08-27,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
34795,2017-08-26,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
34915,2017-09-08,3,651,8.0,2.61,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.32625,943
34968,2017-09-07,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
35047,2017-09-02,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
35160,2017-09-04,3,651,8.0,1.96,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.245,943
35677,2017-09-22,3,651,8.0,1.3,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.1625,943
35742,2017-09-21,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
35865,2017-09-23,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
36116,2017-09-30,3,651,8.0,3.95,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.49375,943
36153,2017-09-29,3,651,8.0,2.61,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.32625,943
36208,2017-10-02,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
36250,2017-10-01,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
36281,2017-09-26,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
36435,2017-09-27,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
36475,2017-10-08,3,651,8.0,1.3,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.1625,943
36534,2017-10-10,3,651,8.0,2.61,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.32625,943
36589,2017-10-09,3,651,8.0,2.61,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.32625,943
36669,2017-10-03,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
36712,2017-10-06,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
36921,2017-10-12,3,651,8.0,2.61,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.32625,943
36955,2017-10-11,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
36984,2017-10-14,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
37014,2017-10-13,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
37392,2017-10-28,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
37441,2017-10-27,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
37491,2017-10-30,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
37535,2017-10-29,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
37570,2017-11-09,3,651,8.0,2.61,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.32625,943
37603,2017-11-08,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
37651,2017-11-11,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
37707,2017-11-10,3,651,8.0,2.23,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.27875,943
37754,2017-11-05,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
37838,2017-11-07,3,651,8.0,2.61,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.32625,943
37872,2017-11-06,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
37965,2017-11-16,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
38010,2017-11-19,3,651,8.0,2.59,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.324561404,943
38057,2017-11-18,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
38098,2017-11-13,3,651,8.0,2.6,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.325,943
38346,2017-11-24,3,651,8.0,2.98,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.373433584,943
38422,2017-11-27,3,651,8.0,2.58,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.32330827100000004,943
38495,2017-11-21,3,651,8.0,2.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.250626566,943
38717,2017-12-04,3,651,8.0,1.29,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.161654135,943
38844,2017-12-01,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
38941,2017-12-10,3,651,8.0,2.57,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.322055138,943
38987,2017-12-13,3,651,8.0,0.77,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.09649122800000001,943
39029,2017-12-12,3,651,8.0,2.98,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.373433584,943
39052,2017-12-07,3,651,8.0,2.48,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.310776942,943
39097,2017-12-06,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
39136,2017-12-09,3,651,8.0,2.5,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.313283208,943
39205,2017-12-19,3,651,8.0,0.86,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.107769424,943
39319,2017-12-20,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
39467,2017-12-27,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
39513,2017-12-26,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
39564,2017-12-29,3,651,8.0,2.57,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.322055138,943
39615,2017-12-28,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
39766,2017-12-24,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
39849,2018-01-06,3,651,8.0,2.59,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.324561404,943
39922,2017-12-31,3,651,8.0,2.78,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.34837092700000005,943
39977,2017-12-30,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
40000,2018-01-02,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
40034,2018-01-01,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
40089,2018-01-11,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
40122,2018-01-14,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
40202,2018-01-07,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
40243,2018-01-09,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
40313,2018-01-22,3,651,8.0,2.58,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.32330827100000004,943
40334,2018-01-21,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
40380,2018-01-15,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
40404,2018-01-18,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
40474,2018-01-30,3,651,8.0,2.58,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.32330827100000004,943
40619,2018-02-04,3,651,8.0,1.94,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.24310776899999997,943
40669,2018-02-06,3,651,8.0,2.59,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.324561404,943
40710,2018-01-31,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
40733,2018-02-03,3,651,8.0,1.29,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.161654135,943
40767,2018-02-02,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
40789,2018-02-13,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
40884,2018-02-09,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
40911,2018-02-08,3,651,8.0,2.59,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.324561404,943
41021,2018-02-23,3,651,8.0,1.85,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.23182957399999998,943
41189,2018-03-02,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
41210,2018-02-25,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
41313,2018-03-09,3,651,8.0,2.07,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.25939849600000003,943
41347,2018-03-11,3,651,8.0,2.15,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.269423559,943
41424,2018-03-07,3,651,8.0,2.59,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.324561404,943
41487,2018-03-16,3,651,8.0,1.29,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.161654135,943
41512,2018-03-19,3,651,8.0,2.58,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.32330827100000004,943
41540,2018-03-18,3,651,8.0,0.37,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.046365915,943
41612,2018-03-14,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
41669,2018-03-24,3,651,8.0,2.57,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.322055138,943
41705,2018-03-27,3,651,8.0,2.58,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.32330827100000004,943
41717,2018-03-26,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
41750,2018-03-20,3,651,8.0,2.58,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.32330827100000004,943
41769,2018-03-23,3,651,8.0,2.59,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.324561404,943
41790,2018-03-22,3,651,8.0,2.59,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.324561404,943
41904,2018-03-31,3,651,8.0,2.59,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.324561404,943
41959,2018-04-09,3,651,8.0,2.39,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.299498747,943
41975,2018-04-12,3,651,8.0,2.48,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.310776942,943
42001,2018-04-11,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
42089,2018-04-08,3,651,8.0,2.58,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.32330827100000004,943
42180,2018-04-20,3,651,8.0,2.39,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.299498747,943
42369,2018-04-28,3,651,8.0,2.39,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.299498747,943
42409,2018-04-27,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
42539,2018-05-04,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
42638,2018-04-30,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
42667,2018-04-29,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
42710,2018-05-02,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
42812,2018-05-11,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
42830,2018-05-14,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
42887,2018-05-08,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
42950,2018-05-10,3,651,8.0,1.59,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.19924812,943
42992,2018-05-20,3,651,8.0,2.98,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.373433584,943
43016,2018-05-19,3,651,8.0,1.19,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.149122807,943
43049,2018-05-22,3,651,8.0,1.79,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.224310777,943
43127,2018-05-18,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
43151,2018-05-17,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
43209,2018-05-28,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
43244,2018-05-27,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
43339,2018-05-24,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
43374,2018-05-23,3,651,8.0,2.53,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.317042607,943
43422,2018-05-26,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
43478,2018-06-05,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
43570,2018-06-06,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
43637,2018-05-31,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
43656,2018-06-03,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
43685,2018-06-02,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
43735,2018-06-13,3,651,8.0,2.39,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.299498747,943
43802,2018-06-15,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
43852,2018-06-14,3,651,8.0,2.24,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.28070175399999997,943
44002,2018-06-10,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
44081,2018-06-20,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
44172,2018-06-22,3,651,8.0,2.39,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.299498747,943
44211,2018-06-17,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
44349,2018-06-29,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
44372,2018-06-28,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
44409,2018-07-01,3,651,8.0,2.39,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.299498747,943
44434,2018-06-30,3,651,8.0,2.98,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.373433584,943
44476,2018-06-25,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
44509,2018-06-24,3,651,8.0,2.49,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.312030075,943
44540,2018-06-27,3,651,8.0,1.91,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.239348371,943
44690,2018-07-08,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
44743,2018-07-02,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
44793,2018-07-05,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
44890,2018-07-15,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
44927,2018-07-14,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
44997,2018-07-16,3,651,8.0,2.48,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.310776942,943
45032,2018-07-11,3,651,8.0,2.68,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.335839599,943
45170,2018-07-12,3,651,8.0,0.0,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.0,943
45209,2018-07-22,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
45251,2018-07-25,3,651,8.0,2.39,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.299498747,943
45281,2018-07-24,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
45355,2018-07-18,3,651,8.0,2.61,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.327067669,943
45387,2018-07-21,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
45429,2018-07-20,3,651,8.0,2.47,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.30952381,943
45505,2018-07-30,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
45563,2018-08-01,3,651,8.0,1.2,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.15037594,943
45698,2018-08-08,3,651,8.0,2.59,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.324561404,943
45836,2018-08-04,3,651,8.0,2.39,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.299498747,943
45863,2018-08-03,3,651,8.0,1.19,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.149122807,943
45903,2018-08-06,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
45950,2018-08-05,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
45986,2018-08-16,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
46002,2018-08-15,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
46051,2018-08-17,3,651,8.0,1.79,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.224310777,943
46082,2018-08-12,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
46125,2018-08-11,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
46166,2018-08-14,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
46231,2018-08-24,3,651,8.0,2.39,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.299498747,943
46273,2018-08-23,3,651,8.0,2.39,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.299498747,943
46312,2018-08-25,3,651,8.0,2.48,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.310776942,943
46367,2018-08-19,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
46409,2018-08-22,3,651,8.0,2.38,BLACK,PCTN BLACK BK,PCTN BLACK BK,4,9,0.298245614,943
